jour,hospitalises,reanimation,deces,hosp_mm7,rea_mm7
2023-03-12,13125,744,135585,13024.0,742.0
2023-03-13,13285,758,135626,13091.0,746.0
2023-03-14,13281,760,135653,13147.0,749.0
2023-03-15,13379,763,135677,13197.0,753.0
2023-03-16,13325,749,135701,13235.0,754.0
2023-03-17,13279,755,135726,13258.0,754.0
2023-03-18,13205,752,135737,13268.0,754.0
2023-03-19,13211,754,135737,13281.0,756.0
2023-03-20,13358,760,135787,13291.0,756.0
2023-03-21,13434,761,135822,13313.0,756.0
2023-03-22,13418,761,135835,13319.0,756.0
2023-03-23,13025,739,135860,13276.0,755.0
2023-03-24,13103,751,135875,13251.0,754.0
2023-03-25,13038,744,135889,13227.0,753.0
2023-03-26,13036,746,135894,13202.0,752.0
2023-03-27,13113,728,135936,13167.0,747.0
2023-03-28,13178,720,135975,13130.0,741.0
2023-03-29,13184,734,136009,13097.0,737.0
2023-03-30,13186,732,136045,13120.0,736.0
2023-03-31,13149,709,136076,13126.0,730.0
